"","veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"41037",1.61,0.9883641342,"1",1,2587.0999985,"TRUCK",4,"M","D","3","01101    0    0    0"
"41046",1.26,0.3832991102,"1",1,200,"HBACK",2,"F","C","5","01101    0    0    0"
"41135",2.31,0.6160164271,"1",1,353.76999998,"HBACK",1,"F","C","4","01101    0    0    0"
"41162",1.33,0.3832991102,"1",1,2116.2299995,"PANVN",4,"F","D","3","01101    0    0    0"
"41171",2.15,0.6461327858,"1",2,1927.3899994,"COUPE",2,"M","A","4","01101    0    0    0"
"41175",0.82,0.3832991102,"1",1,200,"SEDAN",3,"F","C","1","01101    0    0    0"
"41212",1.97,0.5557837098,"1",1,389.94999981,"STNWG",4,"F","F","3","01101    0    0    0"
"41232",2.75,0.4462696783,"1",1,657.79999924,"SEDAN",1,"F","D","3","01101    0    0    0"
"41243",0.46,0.4407939767,"1",1,1398.4299965,"HBACK",4,"M","E","4","01101    0    0    0"
"41245",2.13,0.4435318275,"1",1,369.36999989,"SEDAN",2,"F","B","4","01101    0    0    0"
"41254",1.53,0.4435318275,"1",1,1498.5899963,"UTE",3,"M","B","5","01101    0    0    0"
"41308",0.95,0.6461327858,"1",1,559.54999924,"SEDAN",4,"F","A","3","01101    0    0    0"
"41312",2.73,0.4435318275,"1",1,389.94999981,"PANVN",1,"F","F","4","01101    0    0    0"
"41317",0.88,0.038329911,"1",1,7534.9899902,"SEDAN",4,"F","B","3","01101    0    0    0"
"41326",0.46,0.076659822,"1",1,485.90999794,"HBACK",4,"F","C","4","01101    0    0    0"
"41375",2.11,0.1259411362,"1",1,1598.9999962,"TRUCK",3,"M","C","2","01101    0    0    0"
"41431",1.31,0.5448323066,"1",1,3750.6799927,"SEDAN",2,"F","C","1","01101    0    0    0"
"41466",0.35,0.3148528405,"1",1,7866.809967,"HBACK",4,"F","A","1","01101    0    0    0"
"41474",2.89,0.9993155373,"1",1,390,"STNWG",3,"M","F","2","01101    0    0    0"
"41480",0.38,0.6461327858,"1",1,1905.5599976,"SEDAN",4,"F","A","3","01101    0    0    0"
"41488",1.58,0.6461327858,"1",1,6844.6299896,"TRUCK",1,"M","C","3","01101    0    0    0"
"41497",1.79,0.1040383299,"1",1,2934.75,"HBACK",1,"F","C","5","01101    0    0    0"
"41506",1.14,0.7255304586,"1",1,1089.4199982,"SEDAN",3,"F","C","5","01101    0    0    0"
"41522",1.33,0.643394935,"1",1,307.8499999,"SEDAN",3,"F","C","1","01101    0    0    0"
"41523",1.82,0.3805612594,"1",1,1731.6899986,"SEDAN",2,"F","D","5","01101    0    0    0"
"41570",0.96,0.7529089665,"1",1,2254.7199936,"SEDAN",4,"F","C","4","01101    0    0    0"
"41590",0.71,0.3805612594,"1",1,200,"SEDAN",4,"F","C","3","01101    0    0    0"
"41591",0.31,0.0328542094,"1",1,200,"SEDAN",4,"F","E","6","01101    0    0    0"
"41632",4.75,0.7501711157,"1",1,353.76999998,"STNWG",2,"M","C","5","01101    0    0    0"
"41651",0.74,0.2546201232,"1",1,200,"STNWG",4,"M","C","4","01101    0    0    0"
"41653",0.44,0.257357974,"1",1,200,"HBACK",4,"F","C","6","01101    0    0    0"
"41672",0.66,0.7474332649,"1",1,5564.6299896,"HBACK",4,"F","B","2","01101    0    0    0"
"41703",4.82,0.2546201232,"1",1,1236.8799973,"STNWG",2,"F","A","4","01101    0    0    0"
"41706",0.98,0.3887748118,"1",1,9670.809967,"SEDAN",3,"M","E","2","01101    0    0    0"
"41743",0.81,0.5366187543,"1",1,345,"HBACK",3,"F","C","4","01101    0    0    0"
"41805",0.81,0.0876112252,"1",1,265.87998891,"SEDAN",3,"F","C","4","01101    0    0    0"
"41816",1.67,0.4517453799,"1",1,462.72999954,"SEDAN",3,"F","E","2","01101    0    0    0"
"41820",4.73,0.7419575633,"1",1,1513.9399986,"STNWG",1,"F","B","4","01101    0    0    0"
"41830",4,0.9993155373,"1",1,353.76999998,"STNWG",3,"F","B","5","01101    0    0    0"
"41833",1.06,0.1177275838,"1",1,200,"SEDAN",3,"F","C","4","01101    0    0    0"
"41876",2.37,0.4353182752,"1",1,2066.0499992,"TRUCK",3,"F","D","2","01101    0    0    0"
"41919",5.19,0.257357974,"1",1,2438.5399933,"STNWG",1,"F","A","3","01101    0    0    0"
"41934",2.02,0.1834360027,"1",1,12481.899963,"HDTOP",3,"M","E","1","01101    0    0    0"
"41962",3.91,0.643394935,"1",1,1086.4799995,"UTE",1,"M","E","3","01101    0    0    0"
"41989",2.87,0.7392197125,"1",1,3776.75,"STNWG",3,"M","A","3","01101    0    0    0"
"42003",0.73,0.7392197125,"1",1,1416.2999992,"SEDAN",4,"M","B","5","01101    0    0    0"
"42010",1.45,0.2600958248,"1",1,503.88999939,"SEDAN",3,"M","C","6","01101    0    0    0"
"42036",1.8,0.7939767283,"1",1,828.27999878,"SEDAN",2,"M","B","5","01101    0    0    0"
"42045",0.43,0.7337440109,"1",1,200,"HBACK",4,"F","B","6","01101    0    0    0"
"42055",2.48,0.643394935,"1",1,3262.9799957,"SEDAN",2,"M","E","1","01101    0    0    0"
"42056",2.75,0.4161533196,"1",1,200,"SEDAN",1,"F","C","3","01101    0    0    0"
"42069",1.38,0.2600958248,"1",1,200,"SEDAN",3,"F","A","4","01101    0    0    0"
"42075",3.24,0.3285420945,"1",1,801.04999924,"UTE",1,"M","B","2","01101    0    0    0"
"42076",1.05,0.2628336756,"1",1,389.94999981,"STNWG",4,"F","A","5","01101    0    0    0"
"42077",1.24,0.2600958248,"1",1,4752.3199921,"HBACK",3,"F","B","3","01101    0    0    0"
"42104",4.71,0.9993155373,"1",1,345,"STNWG",1,"F","C","2","01101    0    0    0"
"42109",4.98,0.2628336756,"1",1,390,"STNWG",2,"F","D","2","01101    0    0    0"
"42125",4,0.9993155373,"1",1,2202.6899986,"STNWG",3,"F","D","2","01101    0    0    0"
"42149",2.06,0.9993155373,"1",1,1560.6599998,"SEDAN",1,"F","B","2","01101    0    0    0"
"42166",0.95,0.7364818617,"1",1,200,"SEDAN",4,"F","E","4","01101    0    0    0"
"42171",1.46,0.7337440109,"1",1,2915.5499954,"STNWG",4,"F","C","3","01101    0    0    0"
"42172",3.51,0.6652977413,"1",2,2821.2699966,"STNWG",3,"F","A","3","01101    0    0    0"
"42203",5.98,0.643394935,"1",1,694.96999931,"STNWG",1,"M","C","1","01101    0    0    0"
"42216",3.3,0.643394935,"1",1,5145.469986,"STNWG",2,"F","F","2","01101    0    0    0"
"42224",1.64,0.7501711157,"1",1,2307.8199997,"SEDAN",2,"M","D","4","01101    0    0    0"
"42242",1.89,0.6680355921,"1",1,8259.8699951,"HBACK",3,"M","C","1","01101    0    0    0"
"42252",6.759,0.6379192334,"1",1,300,"STNWG",1,"M","E","2","01101    0    0    0"
"42255",1.42,0.643394935,"1",1,330,"HBACK",1,"F","C","3","01101    0    0    0"
"42260",0.69,0.9993155373,"1",1,1420.8999977,"HBACK",4,"F","A","3","01101    0    0    0"
"42267",1.87,0.9993155373,"1",1,406.94999981,"SEDAN",2,"M","B","2","01101    0    0    0"
"42281",3.099,0.9719370294,"1",1,837.84999847,"SEDAN",1,"M","E","2","01101    0    0    0"
"42305",3.15,0.6680355921,"1",1,2389.7699966,"MIBUS",2,"F","A","3","01101    0    0    0"
"42327",1.17,0.6680355921,"1",1,3001.7899933,"HBACK",2,"M","C","3","01101    0    0    0"
"42360",3.66,0.7501711157,"1",1,389.94999981,"STNWG",2,"F","E","5","01101    0    0    0"
"42394",1.549,0.386036961,"1",1,325.81999993,"HBACK",1,"F","C","3","01101    0    0    0"
"42410",2.14,0.6242299795,"1",1,487,"UTE",3,"F","E","3","01101    0    0    0"
"42420",1.91,0.7501711157,"1",2,1311.3399992,"STNWG",4,"M","A","4","01101    0    0    0"
"42423",1.51,0.7501711157,"1",1,345,"SEDAN",3,"F","C","5","01101    0    0    0"
"42438",1.73,0.9993155373,"1",1,3276.5499954,"HBACK",1,"F","C","1","01101    0    0    0"
"42449",4.64,0.9993155373,"1",1,491.73999977,"STNWG",2,"M","C","5","01101    0    0    0"
"42466",6.16,0.4188911704,"1",1,3595.6999969,"STNWG",1,"M","B","3","01101    0    0    0"
"42471",2.02,0.7310061602,"1",1,11250.199982,"SEDAN",1,"M","A","6","01101    0    0    0"
"42483",1.67,0.7310061602,"1",1,710.36999512,"HBACK",3,"M","C","2","01101    0    0    0"
"42502",0.61,0.4982888433,"1",2,1480.539999,"SEDAN",4,"F","A","4","01101    0    0    0"
"42503",1.67,0.7310061602,"1",1,1049.9399986,"STNWG",4,"M","F","3","01101    0    0    0"
"42563",0.95,0.9856262834,"1",1,264.44999981,"SEDAN",4,"F","C","3","01101    0    0    0"
"42600",1.54,0.6406570842,"1",1,389.94999981,"HDTOP",4,"M","E","2","01101    0    0    0"
"42601",1.27,0.9965776865,"1",2,1706.8799992,"HBACK",1,"M","C","2","01101    0    0    0"
"42609",2.099,0.9965776865,"1",1,544.04999924,"SEDAN",1,"M","C","2","01101    0    0    0"
"42613",3.96,0.9883641342,"1",1,867.11999893,"STNWG",2,"M","F","3","01101    0    0    0"
"42646",2.25,0.6406570842,"1",1,547.64999962,"STNWG",2,"F","A","5","01101    0    0    0"
"42697",5.05,0.2464065708,"1",1,200,"SEDAN",1,"F","D","3","01101    0    0    0"
"42722",1.29,0.8843258042,"1",1,1471.75,"COUPE",4,"F","A","4","01101    0    0    0"
"42753",1.69,0.7446954141,"1",1,367.72999954,"SEDAN",2,"M","C","4","01101    0    0    0"
"42765",0.81,0.8131416838,"1",1,353.79999971,"PANVN",4,"M","A","2","01101    0    0    0"
"42775",0.45,0.6379192334,"1",1,200,"SEDAN",4,"M","C","4","01101    0    0    0"
"42779",1.5,0.7446954141,"1",1,1125.4899998,"HBACK",4,"M","A","4","01101    0    0    0"
"42785",4.71,0.4736481862,"1",1,3337.9599991,"STNWG",1,"M","C","3","01101    0    0    0"
"42788",1.07,0.6379192334,"1",1,6772.8099976,"SEDAN",4,"F","C","4","01101    0    0    0"
"42792",3.26,0.7446954141,"1",1,389.94999981,"STNWG",2,"M","E","4","01101    0    0    0"
"42795",6.62,0.34770705,"1",1,17734.809998,"COUPE",3,"M","A","4","01101    0    0    0"
"42798",1.52,0.5557837098,"1",1,353.76999998,"STNWG",4,"F","C","1","01101    0    0    0"
"42852",1.18,0.7282683094,"1",1,1679.2399979,"SEDAN",3,"M","B","4","01101    0    0    0"
"42859",1.27,0.7282683094,"1",1,2023.2299995,"SEDAN",3,"M","C","5","01101    0    0    0"
"42864",0.87,0.7282683094,"1",1,200,"HBACK",3,"F","A","5","01101    0    0    0"
"42875",1.18,0.8076659822,"1",1,594.32999992,"HBACK",2,"F","E","4","01101    0    0    0"
"42881",0.79,0.4736481862,"1",1,762.72999954,"HBACK",3,"M","C","5","01101    0    0    0"
"42895",1.65,0.4134154689,"1",1,8168.1899719,"SEDAN",2,"F","D","4","01101    0    0    0"
"42914",1.89,0.6379192334,"1",1,435.90999985,"TRUCK",2,"M","B","4","01101    0    0    0"
"42924",1.04,0.6379192334,"1",1,200,"HBACK",3,"F","C","1","01101    0    0    0"
"42934",5.09,0.5557837098,"1",1,941.90999985,"SEDAN",2,"F","A","4","01101    0    0    0"
"42940",0.95,0.6379192334,"1",2,639.14999962,"HDTOP",4,"F","B","2","01101    0    0    0"
"42974",0.93,0.5612594114,"1",2,553.76999998,"HBACK",3,"M","A","4","01101    0    0    0"
"43029",1.51,0.3696098563,"1",1,450,"STNWG",4,"F","F","3","01101    0    0    0"
"43055",1.03,0.4380561259,"1",1,200,"SEDAN",3,"M","B","3","01101    0    0    0"
"43098",2.03,0.9719370294,"1",1,4287.9899979,"SEDAN",1,"F","D","3","01101    0    0    0"
"43131",1.52,0.9746748802,"1",1,383.1699996,"STNWG",4,"M","C","6","01101    0    0    0"
"43145",1.56,0.9883641341,"1",1,353.76999998,"STNWG",2,"F","B","2","01101    0    0    0"
"43183",1.51,0.9746748802,"1",1,389.94999981,"STNWG",4,"M","F","5","01101    0    0    0"
"43197",1.26,0.3504449008,"1",1,522.84999943,"HBACK",2,"F","C","3","01101    0    0    0"
"43217",1.2,0.9883641342,"1",1,452.72999954,"SEDAN",3,"M","C","3","01101    0    0    0"
"43226",1.57,0.4736481862,"1",1,200,"SEDAN",3,"F","A","5","01101    0    0    0"
"43230",1.17,0.6516084873,"1",1,387.20999956,"HBACK",2,"F","B","3","01101    0    0    0"
"43235",0.74,0.9883641342,"1",1,9786.3899841,"SEDAN",4,"F","A","4","01101    0    0    0"
"43256",3.61,0.1204654346,"1",1,4031.2399979,"UTE",1,"M","E","2","01101    0    0    0"
"43273",1.79,0.6488706365,"1",1,1285.4099998,"UTE",4,"F","E","3","01101    0    0    0"
"43287",2.25,0.9555099247,"1",1,353.76999998,"TRUCK",2,"M","D","2","01101    0    0    0"
"43295",6.18,0.6598220397,"1",1,530,"CONVT",4,"M","A","5","01101    0    0    0"
"43316",1.8353,0.6324435318,"1",1,200,"HBACK",1,"F","E","3","01101    0    0    0"
"43322",1.72,0.9883641342,"1",1,514.12999916,"SEDAN",2,"M","A","1","01101    0    0    0"
"43346",0.46,0.3696098563,"1",1,200,"HBACK",4,"F","A","3","01101    0    0    0"
"43363",1.3,0.9883641341,"1",1,353.76999998,"HBACK",2,"F","A","5","01101    0    0    0"
"43387",1.84,0.7419575633,"1",1,200,"HBACK",2,"F","C","4","01101    0    0    0"
"43402",1.07,0.7419575633,"1",1,572.72999954,"SEDAN",4,"M","B","4","01101    0    0    0"
"43508",1.93,0.3504449008,"1",1,3001.7099991,"HBACK",1,"F","D","6","01101    0    0    0"
"43524",0.69,0.6351813826,"1",1,200,"HBACK",3,"M","C","4","01101    0    0    0"
"43544",3.28,0.2162902122,"1",1,353.76999998,"STNWG",2,"F","F","1","01101    0    0    0"
"43549",1.87,0.5585215606,"1",1,1340.7799988,"SEDAN",3,"F","C","3","01101    0    0    0"
"43560",0.64,0.0136892539,"1",1,7769.6899872,"HBACK",4,"F","C","3","01101    0    0    0"
"43583",1.58,0.6351813826,"1",1,2476.9399948,"UTE",3,"F","B","5","01101    0    0    0"
"43586",1.49,0.5612594114,"1",1,10118.269989,"HBACK",1,"F","C","4","01101    0    0    0"
"43617",2.02,0.9609856263,"1",1,824.97999954,"HBACK",1,"F","D","3","01101    0    0    0"
"43630",2.03,0.8131416838,"1",1,14309.079987,"STNWG",3,"M","C","3","01101    0    0    0"
"43635",3.24,0.6570841889,"1",1,200,"SEDAN",1,"F","A","4","01101    0    0    0"
"43643",1.47,0.9500342231,"1",1,1794.3899994,"SEDAN",3,"M","B","3","01101    0    0    0"
"43667",4.15,0.6351813826,"1",1,18871.619995,"STNWG",2,"F","D","2","01101    0    0    0"
"43672",0.74,0.6570841889,"1",1,841.57999992,"HBACK",4,"M","B","4","01101    0    0    0"
"43694",3.26,0.5995893224,"1",1,1979.0299988,"STNWG",2,"F","C","6","01101    0    0    0"
"43698",0.69,0.6351813826,"1",1,4115.6399994,"HBACK",3,"F","A","3","01101    0    0    0"
"43699",1.74,0.8131416838,"1",1,6616.769989,"HBACK",2,"M","B","4","01101    0    0    0"
"43705",2.61,0.6570841889,"1",1,12311.569977,"UTE",3,"M","F","1","01101    0    0    0"
"43707",1.25,0.6269678302,"1",1,200,"STNWG",3,"F","D","3","01101    0    0    0"
"43717",0.9,0.5995893224,"1",1,228.3999939,"HBACK",3,"M","B","1","01101    0    0    0"
"43729",2.199,0.7419575633,"1",1,316.36540818,"SEDAN",1,"F","B","3","01101    0    0    0"
"43735",2.299,0.9828884326,"1",1,200,"SEDAN",1,"F","C","6","01101    0    0    0"
"43738",2.23,0.9856262834,"1",1,200,"STNWG",2,"F","C","3","01101    0    0    0"
"43742",1.3,0.6351813826,"1",1,335,"HBACK",2,"F","C","4","01101    0    0    0"
"43743",1.44,0.2409308693,"1",1,389.94999981,"TRUCK",4,"M","D","2","01101    0    0    0"
"43746",1.15,0.0219028063,"1",1,19553.739929,"HBACK",2,"M","B","3","01101    0    0    0"
"43759",1.45,0.9856262834,"1",1,353.76999998,"SEDAN",3,"F","C","3","01101    0    0    0"
"43787",2.26,0.8898015058,"1",1,1263.5499992,"HDTOP",3,"M","A","2","01101    0    0    0"
"43792",0.79,0.5256673511,"1",2,3965.5899997,"HBACK",3,"F","D","3","01101    0    0    0"
"43794",2.89,0.0547570157,"1",1,527.2699995,"STNWG",3,"M","F","3","01101    0    0    0"
"43795",1.29,0.8213552361,"1",1,4357.1499939,"SEDAN",3,"M","C","4","01101    0    0    0"
"43810",1.35,0.3668720055,"1",1,7766.5299988,"HBACK",1,"M","C","4","01101    0    0    0"
"43835",1.14,0.7419575633,"1",1,2153.8999977,"SEDAN",3,"M","A","4","01101    0    0    0"
"43840",1.95,0.9856262834,"1",1,689.36000538,"SEDAN",1,"F","B","5","01101    0    0    0"
"43847",1.82,0.9856262834,"1",1,367.72999954,"SEDAN",2,"F","C","1","01101    0    0    0"
"43851",1.81,0.8021902806,"1",1,2255.3099976,"UTE",2,"F","C","2","01101    0    0    0"
"43858",1.01,0.3668720055,"1",1,428.28999996,"SEDAN",4,"M","A","4","01101    0    0    0"
"43859",4.01,0.9856262834,"1",1,2954.9699936,"STNWG",1,"M","B","4","01101    0    0    0"
"43871",0.93,0.4407939767,"1",1,793.94999886,"HBACK",4,"M","B","4","01101    0    0    0"
"43884",1.97,0.9856262834,"1",1,858.95999908,"UTE",3,"F","E","5","01101    0    0    0"
"43888",2.62,0.7337440109,"1",1,200,"STNWG",2,"M","A","4","01101    0    0    0"
"43900",3.2,0.6488706365,"1",1,200,"SEDAN",1,"F","A","2","01101    0    0    0"
"43943",1.58,0.9801505818,"1",1,371.75,"PANVN",2,"M","A","5","01101    0    0    0"
"43946",1.79,0.8021902806,"1",1,876.36999893,"HBACK",2,"M","B","6","01101    0    0    0"
"43952",1.75,0.6324435318,"1",1,677.22999954,"SEDAN",2,"M","C","2","01101    0    0    0"
"43964",1.51,0.7337440109,"1",1,2458.9699936,"SEDAN",2,"M","C","5","01101    0    0    0"
"43977",1.37,0.7337440109,"1",1,776.75,"HBACK",2,"F","C","1","01101    0    0    0"
"43978",1.78,0.9308692676,"1",1,353.76999998,"HBACK",2,"F","B","4","01101    0    0    0"
"44011",1.57,0.3641341547,"1",1,1104.7199993,"HDTOP",3,"F","B","2","01101    0    0    0"
"44028",1.19,0.9801505818,"1",1,875.04999924,"HBACK",2,"M","A","6","01101    0    0    0"
"44034",1.89,0.3641341547,"1",1,1379.2899971,"SEDAN",2,"M","C","4","01101    0    0    0"
"44040",1.82,0.9828884326,"1",2,905.22999954,"SEDAN",2,"M","C","4","01101    0    0    0"
"44049",1.33,0.9828884326,"1",1,6498.8499908,"HBACK",3,"F","A","2","01101    0    0    0"
"44053",1.31,0.8350444901,"1",1,997.46999931,"HBACK",1,"M","B","1","01101    0    0    0"
"44074",5.236,0.9993155373,"1",1,345,"STNWG",1,"F","C","5","01101    0    0    0"
"44091",1.28,0.6269678302,"1",1,344.88000107,"HBACK",2,"F","A","4","01101    0    0    0"
"44100",2.45,0.9801505818,"1",1,1474.579998,"HBACK",2,"M","C","4","01101    0    0    0"
"44128",4.849,0.6269678302,"1",1,258.43999958,"STNWG",1,"F","F","2","01101    0    0    0"
"44135",1.84,0.6598220397,"1",1,809.27999878,"SEDAN",2,"F","C","6","01101    0    0    0"
"44162",0.98,0.9828884326,"1",2,3753.9699945,"SEDAN",3,"M","D","2","01101    0    0    0"
"44173",0.74,0.6570841889,"1",3,2351.829998,"SEDAN",4,"F","A","3","01101    0    0    0"
"44188",2.32,0.6269678302,"1",1,1720.3099976,"STNWG",3,"F","C","3","01101    0    0    0"
"44194",1.58,0.6351813826,"1",2,1164.5599995,"SEDAN",1,"F","B","1","01101    0    0    0"
"44199",1.59,0.3422313484,"1",1,395.90999985,"SEDAN",3,"M","B","2","01101    0    0    0"
"44207",1.57,0.7255304586,"1",1,571.8399992,"SEDAN",2,"M","B","6","01101    0    0    0"
"44211",0.41,0.7255304586,"1",1,200,"SEDAN",4,"M","C","6","01101    0    0    0"
"44239",0.73,0.7255304586,"1",1,1945.25,"SEDAN",4,"F","C","5","01101    0    0    0"
"44241",1.25,0.2737850787,"1",1,200,"SEDAN",3,"F","C","3","01101    0    0    0"
"44291",0.69,0.7556468172,"1",1,552.54999924,"HBACK",4,"F","C","3","01101    0    0    0"
"44294",0.68,0.5119780972,"1",1,653.7699995,"HBACK",4,"F","B","2","01101    0    0    0"
"44298",4.349,0.4161533196,"1",1,389.94999981,"UTE",1,"F","F","4","01101    0    0    0"
"44317",0.52,0.7556468172,"1",1,353.76999998,"SEDAN",4,"F","C","3","01101    0    0    0"
"44319",1.89,0.4216290212,"1",1,1409.9200058,"HBACK",2,"M","A","1","01101    0    0    0"
"44337",1.19,0.6351813826,"1",1,1044.6999989,"STNWG",4,"M","A","2","01101    0    0    0"
"44340",0.45,0.2108145106,"1",1,255.68999207,"SEDAN",4,"M","C","1","01101    0    0    0"
"44346",1.93,0.9801505818,"1",1,3743.159996,"SEDAN",2,"M","C","3","01101    0    0    0"
"44347",3.51,0.0876112252,"1",1,389.94999981,"HDTOP",2,"M","E","2","01101    0    0    0"
"44349",1.06,0.9500342231,"1",1,200,"SEDAN",3,"F","A","2","01101    0    0    0"
"44362",2.85,0.6269678302,"1",1,516.65999985,"STNWG",3,"M","C","4","01101    0    0    0"
"44375",1.46,0.9993155373,"1",1,466.03999996,"SEDAN",2,"F","B","3","01101    0    0    0"
"44380",6.16,0.2902121834,"1",2,779.94999981,"STNWG",1,"F","F","2","01101    0    0    0"
"44404",1.57,0.6269678302,"1",1,200,"HBACK",1,"F","C","1","01101    0    0    0"
"44421",2.08,0.9609856263,"1",1,200,"SEDAN",1,"M","B","5","01101    0    0    0"
"44444",5.02,0.3887748118,"1",1,2202.3399963,"STNWG",2,"F","A","3","01101    0    0    0"
"44448",2.38,0.6242299795,"1",1,6442.2799988,"SEDAN",1,"F","A","3","01101    0    0    0"
"44451",1.96,0.7994524298,"1",1,200,"STNWG",3,"F","D","4","01101    0    0    0"
"44458",2.22,0.3449691992,"1",1,550.90999985,"SEDAN",2,"F","A","2","01101    0    0    0"
"44466",1.65,0.7145790554,"1",1,443.04999971,"SEDAN",2,"M","A","3","01101    0    0    0"
"44513",1.35,0.758384668,"1",1,1343.6199989,"HBACK",2,"F","C","3","01101    0    0    0"
"44520",2.62,0.758384668,"1",1,508,"SEDAN",2,"F","D","5","01101    0    0    0"
"44542",1.45,0.2409308693,"1",1,1029.9899998,"SEDAN",2,"F","D","3","01101    0    0    0"
"44561",3.94,0.3613963039,"1",1,3473.2399902,"STNWG",2,"M","D","3","01101    0    0    0"
"44577",4.03,0.9801505818,"1",1,1598.0599976,"UTE",1,"M","B","3","01101    0    0    0"
"44603",2.61,0.4517453799,"1",1,824.25999832,"STNWG",3,"M","A","4","01101    0    0    0"
"44654",0.96,0.1149897331,"1",1,3305.3899994,"HBACK",3,"F","D","2","01101    0    0    0"
"44670",1.41,0.6543463381,"1",1,1200.0699997,"HBACK",1,"F","B","3","01101    0    0    0"
"44710",3.22,0.9801505818,"1",1,836.69999695,"STNWG",1,"M","B","5","01101    0    0    0"
"44727",1.8,0.7282683094,"1",1,200,"SEDAN",2,"F","B","4","01101    0    0    0"
"44728",2.07,0.9801505818,"1",1,4770.8199921,"SEDAN",3,"M","A","2","01101    0    0    0"
"44729",0.7,0.3613963039,"1",1,2449.2899933,"UTE",4,"M","B","5","01101    0    0    0"
"44731",0.72,0.0574948665,"1",1,200,"HBACK",4,"F","A","3","01101    0    0    0"
"44735",0.82,0.7282683094,"1",2,1771.7099991,"HBACK",4,"F","C","1","01101    0    0    0"
"44737",1.68,0.3504449008,"1",1,14344.375671,"HBACK",3,"F","C","4","01101    0    0    0"
"44746",5.236,0.9801505818,"1",1,369.14999962,"STNWG",1,"F","D","4","01101    0    0    0"
"44750",0.7,0.1013004791,"1",1,1952.7245369,"SEDAN",4,"F","B","5","01101    0    0    0"
"44754",1.42,0.6242299795,"1",1,693.04999924,"HBACK",1,"F","C","4","01101    0    0    0"
